Gene stable ID	Gene name	Gene type	Gene Synonym	Chromosome/scaffold name	NCBI gene (formerly Entrezgene) ID
WBGene00005085	srd-7	protein_coding		IV	191797
WBGene00005086	srd-8	protein_coding		IV	191798
WBGene00005087	srd-9	protein_coding		V	191799
WBGene00005088	srd-10	protein_coding		IV	191800
WBGene00005089	srd-11	protein_coding		V	191801
WBGene00005090	srd-12	protein_coding		IV	191802
WBGene00005091	srd-13	protein_coding		IV	191803
WBGene00005092	srd-14	pseudogene		IV	
WBGene00005093	srd-15	protein_coding		V	191804
WBGene00005094	srd-16	protein_coding		V	191805
WBGene00005095	srd-17	protein_coding		V	191806
WBGene00005096	srd-18	protein_coding		V	191807
WBGene00005097	srd-19	protein_coding		V	191808
WBGene00005098	srd-20	protein_coding		V	191809
WBGene00005099	srd-21	protein_coding		V	191810
WBGene00005100	srd-22	pseudogene		V	
WBGene00005101	srd-23	protein_coding		IV	189804
WBGene00005102	srd-24	pseudogene		V	
WBGene00005103	srd-25	protein_coding		V	191811
WBGene00005104	srd-26	protein_coding		V	187979
WBGene00005105	srd-27	protein_coding		V	188938
WBGene00005106	srd-28	protein_coding		V	187353
WBGene00005107	srd-29	protein_coding		V	191812
WBGene00005108	srd-30	protein_coding		V	191813
WBGene00005109	srd-31	protein_coding		V	191814
WBGene00005110	srd-32	protein_coding		V	191815
WBGene00005111	srd-33	protein_coding		V	191816
WBGene00005112	srd-34	protein_coding		V	185210
WBGene00005113	srd-35	protein_coding		V	187918
WBGene00005114	srd-36	protein_coding		X	187574
WBGene00005115	srd-37	pseudogene		X	
WBGene00005116	srd-38	protein_coding		X	187579
WBGene00005117	srd-39	protein_coding		X	187576
WBGene00005118	srd-40	protein_coding		X	184608
WBGene00005119	srd-41	protein_coding		X	184602
WBGene00005120	srd-42	protein_coding		X	187575
WBGene00005121	srd-43	protein_coding		X	187577
WBGene00005122	srd-44	protein_coding		X	184604
WBGene00005123	srd-45	protein_coding		X	184603
WBGene00005124	srd-46	protein_coding		X	184606
WBGene00005125	srd-47	protein_coding		X	184607
WBGene00005126	srd-48	protein_coding		X	184605
WBGene00005127	srd-49	protein_coding		V	187569
WBGene00005128	srd-50	protein_coding		X	184507
WBGene00005129	srd-51	protein_coding		X	184506
WBGene00005130	srd-52	pseudogene		II	
WBGene00005131	srd-53	protein_coding		I	184430
WBGene00005132	srd-54	protein_coding		II	13185759
WBGene00005133	srd-55	protein_coding		II	191817
WBGene00005134	srd-56	protein_coding		II	191818
WBGene00005135	srd-58	protein_coding		II	191819
WBGene00005136	srd-59	protein_coding		II	191820
WBGene00005137	srd-60	protein_coding		V	191821
WBGene00005138	srd-61	protein_coding		V	191822
WBGene00005139	srd-62	pseudogene		V	
WBGene00005140	srd-63	protein_coding		V	184399
WBGene00005141	srd-64	protein_coding		III	3565142
WBGene00005142	srd-65	protein_coding		III	191823
WBGene00005143	srd-66	protein_coding		III	191824
WBGene00005144	srd-67	protein_coding		III	191825
WBGene00005145	srd-68	protein_coding		V	184234
WBGene00005146	srd-69	protein_coding		III	191826
WBGene00005147	srd-70	protein_coding		V	185988
WBGene00005148	srd-71	protein_coding		V	182562
WBGene00005149	sre-1	protein_coding		II	191827
WBGene00005150	sre-2	protein_coding		II	174302
WBGene00005153	srf-3	protein_coding		IV	187393
WBGene00005159	srg-1	protein_coding		III	191828
WBGene00005160	srg-2	protein_coding		III	182793
WBGene00005161	srg-3	protein_coding		III	191829
WBGene00005162	srg-4	protein_coding		III	24104888
WBGene00005163	srg-5	protein_coding		III	24104887
WBGene00005164	srg-6	protein_coding		III	24104889
WBGene00005165	srg-7	protein_coding		III	191833
WBGene00005166	srg-8	protein_coding		III	191834
WBGene00005167	srg-9	protein_coding		III	191835
WBGene00005168	srg-10	protein_coding		III	191836
WBGene00005169	srg-11	protein_coding		III	191837
WBGene00005170	srg-13	protein_coding		III	191839
WBGene00005171	srg-14	protein_coding		I	184958
WBGene00005172	srg-15	protein_coding		II	183195
WBGene00005173	srg-16	protein_coding		II	184513
WBGene00005174	srg-17	protein_coding		II	184514
WBGene00005175	srg-18	pseudogene		II	
WBGene00005176	srg-19	pseudogene		IV	
WBGene00005177	srg-20	protein_coding		II	191110
WBGene00005178	srg-21	protein_coding		II	189538
WBGene00005179	srg-22	protein_coding		II	189539
WBGene00005180	srg-23	protein_coding		II	189540
WBGene00005181	srg-24	protein_coding		II	189541
WBGene00005182	srg-25	protein_coding		V	188326
WBGene00005183	srg-26	protein_coding		V	182500
WBGene00005184	srg-27	protein_coding		V	188323
WBGene00005185	srg-28	protein_coding		V	353464
WBGene00005186	srg-29	protein_coding		V	353465
WBGene00005187	srg-30	protein_coding		V	189125
WBGene00005188	srg-31	protein_coding		V	188260
WBGene00005189	srg-32	protein_coding		V	188687
WBGene00005190	srg-33	protein_coding		V	184786
WBGene00005191	srg-34	protein_coding		V	190136
WBGene00005192	srg-35	pseudogene		V	
WBGene00005193	srg-36	protein_coding		X	186981
WBGene00005194	srg-37	protein_coding		X	186978
WBGene00005195	srg-38	protein_coding		V	353467
WBGene00005196	srg-39	protein_coding		V	188591
WBGene00005197	srg-40	protein_coding		V	188593
WBGene00005198	srg-41	protein_coding		V	188592
WBGene00005199	srg-42	protein_coding		V	353468
WBGene00005200	srg-43	pseudogene		V	
WBGene00005201	srg-44	protein_coding		V	185159
WBGene00005202	srg-45	protein_coding		V	183710
WBGene00005203	srg-46	protein_coding		V	185217
WBGene00005204	srg-47	protein_coding		V	183738
WBGene00005205	srg-48	protein_coding		IV	353470
WBGene00005206	srg-49	pseudogene		IV	
WBGene00005207	srg-50	protein_coding		IV	189847
WBGene00005208	srg-51	protein_coding		IV	189807
WBGene00005210	srg-53	protein_coding		V	187980
WBGene00005211	srg-54	protein_coding		V	353473
WBGene00005212	srg-55	protein_coding		V	189319
WBGene00005213	srg-56	protein_coding		V	353474
WBGene00005214	srg-57	protein_coding		V	182842
WBGene00005215	srg-58	protein_coding		V	187607
WBGene00005216	srg-59	protein_coding		V	353475
WBGene00005217	srg-60	protein_coding		V	182841
WBGene00005218	srg-61	protein_coding		V	182843
WBGene00005219	srg-62	protein_coding		V	182844
WBGene00005220	srg-63	pseudogene		IV	
WBGene00005221	srg-64	protein_coding		X	191395
WBGene00005222	srg-65	protein_coding		V	353476
WBGene00005223	srg-66	protein_coding		V	188119
WBGene00005224	srg-67	protein_coding		V	191140
WBGene00005225	srg-68	protein_coding		V	191141
WBGene00005226	srg-69	protein_coding		II	353477
WBGene00005227	srh-1	protein_coding		V	3564925
WBGene00005228	srh-2	protein_coding		V	178584
WBGene00005229	srh-3	protein_coding		V	191840
WBGene00005230	srh-4	protein_coding		V	191841
WBGene00005231	srh-5	protein_coding		V	191842
